date|symbol|symbol_name|delta|gamma|vega|theta|rho
20181022|M1903-C-2900.DCE|豆粕期权M1903-C-2900|0.898130275391529|0.000579153457767156|2.92434267964836|-0.231563193583876|-0.597576757911611
20181022|M1903-C-2950.DCE|豆粕期权M1903-C-2950|0.86224204120128|0.000708792595995733|3.92244528819674|-0.29352253304735|-0.5852513581317
20181022|M1903-C-3000.DCE|豆粕期权M1903-C-3000|0.819679172099376|0.000840890607130661|4.63874911145012|-0.356417826571942|-0.556155239451073
20181022|M1903-C-3050.DCE|豆粕期权M1903-C-3050|0.77085915875179|0.000967337903277493|5.32507837490925|-0.416564814367367|-0.515286830875539
20181022|M1903-C-3100.DCE|豆粕期权M1903-C-3100|0.716484677241605|0.00107994437840041|5.94192705381147|-0.470243208193782|-0.466977019243586
20181022|M1903-C-3150.DCE|豆粕期权M1903-C-3150|0.657642706336174|0.0011712106843602|6.44971201180056|-0.514049056679195|-0.41475762753862
20181022|M1903-C-3200.DCE|豆粕期权M1903-C-3200|0.595723059272559|0.0012351999045049|6.81304447897446|-0.545289631540729|-0.361602059797406
20181022|M1903-C-3250.DCE|豆粕期权M1903-C-3250|0.532301751589882|0.00126818657443299|7.00526905853849|-0.562277284194974|-0.310042077870776
20181022|M1903-C-3300.DCE|豆粕期权M1903-C-3300|0.469006456250896|0.00126897783462023|7.01188449023959|-0.564474674891437|-0.261468887373439
20181022|M1903-C-3350.DCE|豆粕期权M1903-C-3350|0.407384519280325|0.00123887269988362|6.83279496898592|-0.552476010723879|-0.217095930977962
20181022|M1903-C-3400.DCE|豆粕期权M1903-C-3400|0.348791499451134|0.00118130179159984|6.48244047813762|-0.52784350732489|-0.177477914050428
20181022|M1903-C-3450.DCE|豆粕期权M1903-C-3450|0.294312896333623|0.00110124672487629|5.98757440022268|-0.49284401613521|-0.142966210447071
20181022|M1903-C-3500.DCE|豆粕期权M1903-C-3500|0.244769451953044|0.00100447665262146|5.71549032920871|-0.45010149279542|-0.113460046698322
20181022|M1903-C-3550.DCE|豆粕期权M1903-C-3550|0.200855117823815|0.000897071410860121|5.070794184455|-0.402377816148203|-0.0891249842993602
20181022|M1903-C-3600.DCE|豆粕期权M1903-C-3600|0.16251630933223|0.000785551482758743|4.37999653744114|-0.352647719029263|-0.0690577888313726
20181022|M1903-C-3650.DCE|豆粕期权M1903-C-3650|0.129634367480437|0.000674922149834924|3.68334436094386|-0.30319344917699|-0.0527607434399613
20181022|M1903-P-2650.DCE|豆粕期权M1903-P-2650|-0.0129930405888104|0.000107015201114273|0.606841007557257|-0.048203612680408|-0.0041227953158085
20181022|M1903-P-2700.DCE|豆粕期权M1903-P-2700|-0.0211082247040976|0.000162133180971443|0.861443320522071|-0.0730064661978854|-0.00707003898225977
20181022|M1903-P-2750.DCE|豆粕期权M1903-P-2750|-0.032882789032941|0.000234866262184567|1.37826063856572|-0.10571568230189|-0.0116197490589443
20181022|M1903-P-2800.DCE|豆粕期权M1903-P-2800|-0.0493712686827297|0.000326506799934396|1.82889096880867|-0.146894374589018|-0.0184707774408821
20181022|M1903-P-2850.DCE|豆粕期权M1903-P-2850|-0.0712825182089461|0.00043542377734119|2.3624591186131|-0.19578645752795|-0.0282014926948904
20181022|M1903-P-2900.DCE|豆粕期权M1903-P-2900|-0.0993462337845669|0.000558739526982026|2.97088923412936|-0.251067826484884|-0.0415368599266941
20181022|M1903-P-2950.DCE|豆粕期权M1903-P-2950|-0.134185310350461|0.00069155309615654|3.96455965949727|-0.310495321206646|-0.059322805423534
20181022|M1903-P-3000.DCE|豆粕期权M1903-P-3000|-0.17588186004375|0.000826668001329914|4.66151975929918|-0.370791800723147|-0.082343724926659
20181022|M1903-P-3050.DCE|豆粕期权M1903-P-3050|-0.22401092781616|0.000955998029575782|5.3358659679219|-0.42828282554497|-0.110998852356659
20181022|M1903-P-3100.DCE|豆粕期权M1903-P-3100|-0.277856718163386|0.00107137552898711|5.94612783064719|-0.479257435132831|-0.145555376441564
20181022|M1903-P-3150.DCE|豆粕期权M1903-P-3150|-0.336321298573544|0.00116532583942674|6.45079824617767|-0.520322107044614|-0.18603796056027
20181022|M1903-P-3200.DCE|豆粕期权M1903-P-3200|-0.398005900079604|0.00123193853216072|6.8130906260393|-0.548795431186101|-0.232133113129862
20181022|M1903-P-3250.DCE|豆粕期权M1903-P-3250|-0.461327602531421|0.00126751527884568|7.00522580676477|-0.563001428558252|-0.283087719438413
20181022|M1903-P-3300.DCE|豆粕期权M1903-P-3300|-0.524653682657576|0.00127088968516098|7.01198809406378|-0.562414167509455|-0.33788104704513
20181022|M1903-P-3350.DCE|豆粕期权M1903-P-3350|-0.586433469305505|0.00124338580794738|6.83264347580348|-0.547638652310904|-0.394852919924915
